date,interconnection_point_type,interconnection_point,country,direction,transportation_amount
2020-01-19,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5333761.0
2020-01-19,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23576275.0
2020-01-19,Транскордонні точки,ГВС Суджа,Росія,Вхід,22341042.0
2020-01-19,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,11690667.0
2020-01-19,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,11444940.0
2020-01-20,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2691759.8
2020-01-20,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,52365577.32
2020-01-20,Мережі ОГРМ,ОГРМ,Україна,Вихід,122384554.9
2020-01-20,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,17076.0
2020-01-20,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,64070078.0
2020-01-20,Прямі споживачі,Прямі споживачі,Україна,Вихід,8174553.97
2020-01-20,Транскордонні точки,ГВС Берегово,Угорщина,Вихід,10700111.0
2020-01-20,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13306150.0
2020-01-20,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6615562.0
2020-01-20,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5400449.0
2020-01-20,Транскордонні точки,Республіка Молдова,Молдова,Вихід,791799.0
2020-01-20,Транскордонні точки,ГВС Дроздовичі,Польща,Вихід,7754916.0
2020-01-20,Транскордонні точки,ГВС Германовичі,Польща,Вхід,678720.0
2020-01-20,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5302838.0
2020-01-20,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24120552.0
2020-01-20,Транскордонні точки,ГВС Суджа,Росія,Вхід,68868073.0
2020-01-20,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,11696629.0
2020-01-20,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,51960372.0
2020-01-21,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2227524.57
2020-01-21,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51932975.7
2020-01-21,Мережі ОГРМ,ОГРМ,Україна,Вихід,117958235.0
2020-01-21,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,16758.0
2020-01-21,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,59794131.0
2020-01-21,Прямі споживачі,Прямі споживачі,Україна,Вихід,7688791.94
2020-01-21,Транскордонні точки,ГВС Берегово,Угорщина,Вихід,15563022.0
2020-01-21,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13437475.0
2020-01-21,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6677957.0
2020-01-21,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,3950971.0
2020-01-21,Транскордонні точки,Республіка Молдова,Молдова,Вихід,593611.0
2020-01-21,Транскордонні точки,ГВС Дроздовичі,Польща,Вихід,8108168.0
2020-01-21,Транскордонні точки,ГВС Германовичі,Польща,Вхід,986830.0
2020-01-21,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5369854.0
2020-01-21,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23944832.0
2020-01-21,Транскордонні точки,ГВС Суджа,Росія,Вхід,87525220.0
2020-01-21,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,11775752.0
2020-01-21,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,68263735.0
2020-01-22,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2104859.36
2020-01-22,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51546606.71
2020-01-22,Мережі ОГРМ,ОГРМ,Україна,Вихід,117981987.7
2020-01-22,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15977.0
2020-01-22,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,66686229.0
2020-01-22,Прямі споживачі,Прямі споживачі,Україна,Вихід,8022426.13
2020-01-22,Транскордонні точки,ГВС Берегово,Угорщина,Вихід,15569409.0
2020-01-22,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12582459.0
2020-01-22,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6377881.0
2020-01-22,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4303174.0
2020-01-22,Транскордонні точки,Республіка Молдова,Молдова,Вихід,598923.0
